Timestamp,Epoch,Symbol,Price,Delta_Change,Change_Percent
2026-09-15 11:11:48.478,1789450908,R_10,4908.3310,0.0000,0.000
2026-09-15 11:11:50.509,1789450910,R_10,4908.3770,0.0000,0.000
2026-09-15 11:11:52.992,1789450912,R_10,4908.3510,0.0000,0.000
2026-09-15 11:12:00.115,1789450914,R_10,4908.2980,0.0000,0.000
2026-09-15 11:12:00.547,1789450916,R_10,4908.2560,0.0000,0.000
2026-09-15 11:12:00.561,1789450918,R_10,4908.1090,0.0000,0.000
2026-09-15 11:12:00.645,1789450920,R_10,4907.8310,0.0000,0.000
2026-09-15 11:12:02.419,1789450922,R_10,4907.8640,0.0000,0.000
2026-09-15 11:12:04.437,1789450924,R_10,4907.9740,0.0000,0.000
2026-09-15 11:12:06.402,1789450926,R_10,4907.8780,0.0000,0.000
2026-09-15 11:12:12.950,1789450928,R_10,4907.8900,0.0000,0.000
2026-09-15 11:12:12.966,1789450930,R_10,4907.9350,0.0000,0.000
2026-09-15 11:12:13.068,1789450932,R_10,4907.8140,0.0000,0.000
2026-09-15 11:12:16.212,1789450934,R_10,4907.8090,0.0000,0.000
2026-09-15 11:12:16.521,1789450936,R_10,4907.7710,0.0000,0.000
2026-09-15 11:12:18.467,1789450938,R_10,4907.7950,0.0000,0.000
2026-09-15 11:12:20.408,1789450940,R_10,4908.0220,0.0000,0.000
2026-09-15 11:12:22.388,1789450942,R_10,4908.0140,0.0000,0.000
2026-09-15 11:12:24.406,1789450944,R_10,4907.9590,0.0000,0.000
2026-09-15 11:12:26.424,1789450946,R_10,4907.9780,0.0000,0.000
2026-09-15 11:12:28.503,1789450948,R_10,4908.0390,0.0000,0.000
2026-09-15 11:12:30.448,1789450950,R_10,4907.9920,0.0000,0.000
2026-09-15 11:12:32.412,1789450952,R_10,4907.9080,0.0000,0.000
2026-09-15 11:12:34.502,1789450954,R_10,4908.1020,0.0000,0.000
2026-09-15 11:12:41.925,1789450956,R_10,4908.0340,0.0000,0.000
2026-09-15 11:12:41.936,1789450958,R_10,4907.9670,0.0000,0.000
2026-09-15 11:12:42.017,1789450960,R_10,4907.8780,0.0000,0.000
2026-09-15 11:12:42.464,1789450962,R_10,4907.9130,0.0000,0.000
