Timestamp,Epoch,Symbol,Price,Delta_Change,Change_Percent
2026-09-15 10:45:05.730,1789449304,R_10,4905.7680,0.0000,0.000
2026-09-15 10:45:07.545,1789449306,R_10,4905.7200,0.0000,0.000
2026-09-15 10:45:08.457,1789449308,R_10,4905.4870,0.0000,0.000
2026-09-15 10:45:10.526,1789449310,R_10,4905.5710,0.0000,0.000
2026-09-15 10:45:12.871,1789449312,R_10,4905.6460,0.0000,0.000
2026-09-15 10:45:14.518,1789449314,R_10,4905.6340,0.0000,0.000
2026-09-15 10:45:16.453,1789449316,R_10,4905.6370,0.0000,0.000
2026-09-15 10:45:18.507,1789449318,R_10,4905.5620,0.0000,0.000
2026-09-15 10:45:20.481,1789449320,R_10,4905.5170,0.0000,0.000
2026-09-15 10:45:22.598,1789449322,R_10,4905.6090,0.0000,0.000
2026-09-15 10:45:24.467,1789449324,R_10,4905.8370,0.0000,0.000
2026-09-15 10:45:26.660,1789449326,R_10,4905.7660,0.0000,0.000
2026-09-15 10:45:29.267,1789449328,R_10,4905.8820,0.0000,0.000
2026-09-15 10:45:30.509,1789449330,R_10,4906.0160,0.0000,0.000
2026-09-15 10:45:32.455,1789449332,R_10,4906.0690,0.0000,0.000
2026-09-15 10:45:34.508,1789449334,R_10,4906.2800,0.0000,0.000
2026-09-15 10:45:36.524,1789449336,R_10,4906.2240,0.0000,0.000
2026-09-15 10:45:38.503,1789449338,R_10,4906.4260,0.0000,0.000
2026-09-15 10:45:40.726,1789449340,R_10,4906.4590,0.0000,0.000
2026-09-15 10:45:42.452,1789449342,R_10,4906.3840,0.0000,0.000
2026-09-15 10:45:44.511,1789449344,R_10,4906.4190,0.0000,0.000
2026-09-15 10:45:46.561,1789449346,R_10,4906.4250,0.0000,0.000
2026-09-15 10:45:48.814,1789449348,R_10,4906.3990,0.0000,0.000
2026-09-15 10:45:53.225,1789449350,R_10,4906.4240,0.0000,0.000
2026-09-15 10:45:53.235,1789449352,R_10,4906.2560,0.0000,0.000
2026-09-15 10:45:54.489,1789449354,R_10,4906.1980,0.0000,0.000
2026-09-15 10:45:56.911,1789449356,R_10,4906.2990,0.0000,0.000
2026-09-15 10:45:58.539,1789449358,R_10,4906.3830,0.0000,0.000
2026-09-15 10:46:00.557,1789449360,R_10,4906.1550,0.0000,0.000
2026-09-15 10:46:02.474,1789449362,R_10,4906.2370,0.0000,0.000
2026-09-15 10:46:04.465,1789449364,R_10,4906.2780,0.0000,0.000
2026-09-15 10:46:06.683,1789449366,R_10,4906.0620,0.0000,0.000
2026-09-15 10:46:08.816,1789449368,R_10,4905.9420,0.0000,0.000
2026-09-15 10:46:11.461,1789449370,R_10,4905.8140,0.0000,0.000
2026-09-15 10:46:12.974,1789449372,R_10,4905.8110,0.0000,0.000
2026-09-15 10:46:15.278,1789449374,R_10,4905.7880,0.0000,0.000
2026-09-15 10:46:16.971,1789449376,R_10,4905.8620,0.0000,0.000
2026-09-15 10:46:18.473,1789449378,R_10,4905.8070,0.0000,0.000
2026-09-15 10:46:20.567,1789449380,R_10,4905.6370,0.0000,0.000
2026-09-15 10:46:22.910,1789449382,R_10,4905.4300,0.0000,0.000
2026-09-15 10:46:24.549,1789449384,R_10,4905.3660,0.0000,0.000
2026-09-15 10:46:26.459,1789449386,R_10,4905.3360,0.0000,0.000
2026-09-15 10:46:28.819,1789449388,R_10,4905.5520,0.0000,0.000
2026-09-15 10:46:33.662,1789449390,R_10,4905.8310,0.0000,0.000
2026-09-15 10:46:33.667,1789449392,R_10,4905.7530,0.0000,0.000
2026-09-15 10:46:34.586,1789449394,R_10,4905.7780,0.0000,0.000
2026-09-15 10:46:36.529,1789449396,R_10,4905.9000,0.0000,0.000
2026-09-15 10:46:38.577,1789449398,R_10,4905.9850,0.0000,0.000
2026-09-15 10:46:42.255,1789449400,R_10,4906.0960,0.0000,0.000
2026-09-15 10:46:44.527,1789449402,R_10,4905.9840,0.0000,0.000
2026-09-15 10:46:44.619,1789449404,R_10,4906.1920,0.0000,0.000
2026-09-15 10:46:46.564,1789449406,R_10,4906.1790,0.0000,0.000
2026-09-15 10:46:48.622,1789449408,R_10,4905.8810,0.0000,0.000
2026-09-15 10:46:50.771,1789449410,R_10,4905.7310,0.0000,0.000
2026-09-15 10:46:52.503,1789449412,R_10,4905.7010,0.0000,0.000
2026-09-15 10:46:54.415,1789449414,R_10,4905.7010,0.0000,0.000
2026-09-15 10:46:57.098,1789449416,R_10,4905.5820,0.0000,0.000
2026-09-15 10:46:59.340,1789449418,R_10,4905.5730,0.0000,0.000
2026-09-15 10:47:00.475,1789449420,R_10,4905.6130,0.0000,0.000
2026-09-15 10:47:02.436,1789449422,R_10,4905.6120,0.0000,0.000
2026-09-15 10:47:04.484,1789449424,R_10,4905.5800,0.0000,0.000
2026-09-15 10:47:06.532,1789449426,R_10,4905.5080,0.0000,0.000
2026-09-15 10:47:08.477,1789449428,R_10,4905.6280,0.0000,0.000
2026-09-15 10:47:10.458,1789449430,R_10,4905.6870,0.0000,0.000
2026-09-15 10:47:12.450,1789449432,R_10,4905.8360,0.0000,0.000
2026-09-15 10:47:14.528,1789449434,R_10,4905.8470,0.0000,0.000
2026-09-15 10:47:16.474,1789449436,R_10,4906.0380,0.0000,0.000
2026-09-15 10:47:22.532,1789449438,R_10,4906.1750,0.0000,0.000
2026-09-15 10:47:22.536,1789449440,R_10,4906.1990,0.0000,0.000
2026-09-15 10:47:22.701,1789449442,R_10,4906.4750,0.0000,0.000
2026-09-15 10:47:24.565,1789449444,R_10,4906.3940,0.0000,0.000
2026-09-15 10:47:26.429,1789449446,R_10,4906.3570,0.0000,0.000
2026-09-15 10:47:28.466,1789449448,R_10,4906.3710,0.0000,0.000
2026-09-15 10:47:32.274,1789449450,R_10,4906.5070,0.0000,0.000
2026-09-15 10:47:32.431,1789449452,R_10,4906.3830,0.0000,0.000
2026-09-15 10:47:34.502,1789449454,R_10,4906.4790,0.0000,0.000
2026-09-15 10:47:36.421,1789449456,R_10,4906.4060,0.0000,0.000
2026-09-15 10:47:38.453,1789449458,R_10,4906.5900,0.0000,0.000
2026-09-15 10:47:40.531,1789449460,R_10,4906.7270,0.0000,0.000
2026-09-15 10:47:42.474,1789449462,R_10,4906.7200,0.0000,0.000
2026-09-15 10:47:44.532,1789449464,R_10,4906.5820,0.0000,0.000
